@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,prism:issn,pubmed-id,freetoread,freetoreadLabel,prism:isbn
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197069578'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85197069578?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85197069578&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85197069578&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85197069578,SCOPUS_ID:85197069578,2-s2.0-85197069578,LRFS: Online Shoppers' Behavior-Based Efficient Customer Segmentation Model,Hayat Khan R.,IEEE Access,21693536,12,,96462-96480,2024-01-01,2024,10.1109/ACCESS.2024.3420221,0,"[{'@_fa': 'true', 'affilname': 'BRAC University', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",Journal,ar,Article,,21100374601,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201784583'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201784583?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201784583&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201784583&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85201784583,SCOPUS_ID:85201784583,2-s2.0-85201784583,Influencer-Driven Paradigm Shifts: Analyzing Sustainability and Customer Behavior in Cell Phone and E-Auto Industries via Social Media Analytics,Mohammadian N.,IEEE Access,21693536,12,,119133-119145,2024-01-01,2024,10.1109/ACCESS.2024.3449113,4,"[{'@_fa': 'true', 'affilname': 'Constructor University', 'affiliation-city': 'Bremen', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,21100374601,0,False,,,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85178026934'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85178026934?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178026934&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178026934&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85178026934,SCOPUS_ID:85178026934,2-s2.0-85178026934,Customer Personality Analysis for Churn Prediction Using Hybrid Ensemble Models and Class Balancing Techniques,Ahmad N.,IEEE Access,21693536,12,,1865-1879,2024-01-01,2024,10.1109/ACCESS.2023.3334641,5,"[{'@_fa': 'true', 'affilname': 'University of Management and Technology Lahore', 'affiliation-city': 'Lahore', 'affiliation-country': 'Pakistan'}]",Journal,ar,Article,,21100374601,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201943728'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85201943728?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85201943728&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85201943728&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85201943728,SCOPUS_ID:85201943728,2-s2.0-85201943728,A comprehensive examination of factors influencing intention to continue usage of health and fitness apps: a two-stage hybrid SEM-ML analysis,Sharma V.,Cogent Business and Management,23311975,11,1,,2024-01-01,2024,10.1080/23311975.2024.2391124,2,"[{'@_fa': 'true', 'affilname': 'Symbiosis Centre for Management and Human Resource Development', 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",Journal,ar,Article,2391124,21100855822,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212090805'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85212090805?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85212090805&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85212090805&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85212090805,SCOPUS_ID:85212090805,2-s2.0-85212090805,Progress in the application of artificial intelligence technology in the garment industry from the perspective of product life cycle,Hong Y.,Journal of Silk,,61,12,1-22,2024-01-01,2024,10.3969/j.issn.1001-7003.2024.12.001,2,"[{'@_fa': 'true', 'affilname': 'The Hong Kong Polytechnic University', 'affiliation-city': 'Hong Kong', 'affiliation-country': 'Hong Kong'}, {'@_fa': 'true', 'affilname': 'Soochow University', 'affiliation-city': 'Suzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100857529,0,False,,10017003,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180549896'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85180549896?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85180549896&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85180549896&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85180549896,SCOPUS_ID:85180549896,2-s2.0-85180549896,Artificial Intelligence in Digital Marketing: Insights from a Comprehensive Review,Ziakis C.,Information Switzerland,20782489,14,12,,2023-12-01,December 2023,10.3390/info14120664,55,"[{'@_fa': 'true', 'affilname': 'International Hellenic University', 'affiliation-city': 'Thessaloniki', 'affiliation-country': 'Greece'}]",Journal,ar,Article,664,21100223111,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85170267054'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85170267054?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85170267054&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85170267054&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85170267054,SCOPUS_ID:85170267054,2-s2.0-85170267054,Leveraging genetic data for predicting consumer choices of alcoholic products,Zhu C.,China Agricultural Economic Review,17561388,15,4,685-707,2023-12-01,1 December 2023,10.1108/CAER-09-2022-0214,2,"[{'@_fa': 'true', 'affilname': 'China Agricultural University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,19700201635,0,False,,1756137X,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173503466'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173503466?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173503466&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173503466&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85173503466,SCOPUS_ID:85173503466,2-s2.0-85173503466,Predicting User Behavior in e-Commerce Using Machine Learning,Ketipov R.,Cybernetics and Information Technologies,13144081,23,3,89-101,2023-09-01,1 September 2023,10.2478/cait-2023-0026,8,"[{'@_fa': 'true', 'affilname': 'Institute of Information and Communication Technologies, Bulgarian Academy of Sciences', 'affiliation-city': 'Sofia', 'affiliation-country': 'Bulgaria'}]",Journal,ar,Article,,21100199814,1,True,,13119702,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175991413'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85175991413?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85175991413&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85175991413&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85175991413,SCOPUS_ID:85175991413,2-s2.0-85175991413,Explainable Machine Learning Models for Identification of Food-Related Lifestyle Factors in Chicken Meat Consumption Case in Northern Greece,Chiras D.,Biomedinformatics,26737426,3,3,817-828,2023-09-01,September 2023,10.3390/biomedinformatics3030051,0,"[{'@_fa': 'true', 'affilname': 'H. Lundbeck A/S', 'affiliation-city': 'Copenhagen', 'affiliation-country': 'Denmark'}]",Journal,ar,Article,,21101185307,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173215726'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173215726?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173215726&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173215726&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85173215726,SCOPUS_ID:85173215726,2-s2.0-85173215726,The Influence of Visual Features in Product Images on Sales Volume: A Machine Learning Approach to Extract Color and Deep Learning Super Sampling Features,Hou M.,Traitement Du Signal,19585608,40,4,1469-1477,2023-08-01,August 2023,10.18280/ts.400415,3,"[{'@_fa': 'true', 'affilname': 'Zhejiang Gongshang University', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100212114,1,True,,07650019,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85165788036'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85165788036?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85165788036&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85165788036&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85165788036,SCOPUS_ID:85165788036,2-s2.0-85165788036,Based on Decision Tree Model to Analyze the Influencing Factors of Customer’s Insurance Transactions,Kuo C.N.,Journal of Information Science and Engineering,,39,4,797-807,2023-07-01,July 2023,10.6688/JISE.202307_39(4).0006,0,"[{'@_fa': 'true', 'affilname': 'CTBC Business School', 'affiliation-city': 'Tainan', 'affiliation-country': 'Taiwan'}]",Journal,ar,Article,,12492,0,False,,10162364,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85153577616'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85153577616?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153577616&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153577616&origin=inward'}, {'@_fa': 'true', '@ref': 'full-text', '@href': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1568494623003010'}]",https://api.elsevier.com/content/abstract/scopus_id/85153577616,SCOPUS_ID:85153577616,2-s2.0-85153577616,Disaggregated retail forecasting: A gradient boosting approach[Formula presented],Andrade L.A.C.G.,Applied Soft Computing,,141,,,2023-07-01,July 2023,10.1016/j.asoc.2023.110283,11,"[{'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,110283,18136,0,False,S1568494623003010,15684946,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166272051'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85166272051?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166272051&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85166272051&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85166272051,SCOPUS_ID:85166272051,2-s2.0-85166272051,Exploring Influential Factors with Structural Equation Modeling–Artificial Neural Network to Involve Medicine Users in Home Medicine Waste Management and Preventing Pharmacopollution,Silva W.D.O.,Sustainability Switzerland,20711050,15,14,,2023-07-01,July 2023,10.3390/su151410898,3,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Pernambuco', 'affiliation-city': 'Recife', 'affiliation-country': 'Brazil'}, {'@_fa': 'true', 'affilname': 'Universidade Catolica de Pernambuco', 'affiliation-city': 'Recife', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,10898,21100240100,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163705930'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163705930?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163705930&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163705930&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85163705930,SCOPUS_ID:85163705930,2-s2.0-85163705930,Exploring the Impact of Time Spent Reading Product Information on E-Commerce Websites: A Machine Learning Approach to Analyze Consumer Behavior,Necula S.C.,Behavioral Sciences,2076328X,13,6,,2023-06-01,June 2023,10.3390/bs13060439,22,"[{'@_fa': 'true', 'affilname': 'Universitatea Alexandru Ioan Cuza', 'affiliation-city': 'Iasi', 'affiliation-country': 'Romania'}]",Journal,ar,Article,439,21100901748,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163744277'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85163744277?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163744277&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85163744277&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85163744277,SCOPUS_ID:85163744277,2-s2.0-85163744277,How Explainable Machine Learning Enhances Intelligence in Explaining Consumer Purchase Behavior: A Random Forest Model with Anchoring Effects,Chen Y.,Systems,20798954,11,6,,2023-06-01,June 2023,10.3390/systems11060312,5,"[{'@_fa': 'true', 'affilname': 'Guangdong University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,312,21101020135,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85162782941'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85162782941?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85162782941&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85162782941&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85162782941,SCOPUS_ID:85162782941,2-s2.0-85162782941,Customer satisfaction evaluation for drugs: A research based on online reviews and PROMETHEE-II method,Zhao X.,Plos One,19326203,18,6 June,,2023-06-01,June 2023,10.1371/journal.pone.0283340,3,"[{'@_fa': 'true', 'affilname': 'Shenyang Pharmaceutical University', 'affiliation-city': 'Shenyang', 'affiliation-country': 'China'}]",Journal,ar,Article,e0283340,10600153309,1,True,,,37347798,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85159871416'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85159871416?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159871416&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85159871416&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85159871416,SCOPUS_ID:85159871416,2-s2.0-85159871416,Identification of the Factors Influencing the Cosmetic Products Market (Ukraine Case),Sviderska S.,Studies in Business and Economics,23445416,18,1,328-341,2023-04-01,1 April 2023,10.2478/sbe-2023-0018,1,"[{'@_fa': 'true', 'affilname': 'Taras Shevchenko National University of Kyiv', 'affiliation-city': 'Kyiv', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,,21100888810,1,True,,18424120,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150966200'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85150966200?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150966200&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150966200&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85150966200,SCOPUS_ID:85150966200,2-s2.0-85150966200,Consumer Preferences for Craft Beer by Means of Artificial Intelligence: Are Italian Producers Doing Well?,Pilone V.,Beverages,23065710,9,1,,2023-03-01,March 2023,10.3390/beverages9010026,6,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Foggia', 'affiliation-city': 'Foggia', 'affiliation-country': 'Italy'}]",Journal,ar,Article,26,21101019776,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85129404808'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85129404808?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85129404808&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85129404808&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85129404808,SCOPUS_ID:85129404808,2-s2.0-85129404808,Organic food market segmentation based on the neobehavioristic theory of consumer behavior,Tohidi A.,British Food Journal,,125,3,810-831,2023-02-09,9 February 2023,10.1108/BFJ-12-2021-1269,17,"[{'@_fa': 'true', 'affilname': 'Ferdowsi University of Mashhad', 'affiliation-city': 'Mashhad', 'affiliation-country': 'Iran'}]",Journal,ar,Article,,144664,0,False,,0007070X,,,,
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146193113'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85146193113?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146193113&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146193113&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85146193113,SCOPUS_ID:85146193113,2-s2.0-85146193113,How causal machine learning can leverage marketing strategies: Assessing and improving the performance of a coupon campaign,Langen H.,Plos One,19326203,18,1 January,,2023-01-01,January 2023,10.1371/journal.pone.0278937,13,"[{'@_fa': 'true', 'affilname': 'Helsingin Yliopisto', 'affiliation-city': 'Helsinki', 'affiliation-country': 'Finland'}]",Journal,ar,Article,e0278937,10600153309,1,True,,,36630398,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173520268'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85173520268?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85173520268&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85173520268&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85173520268,SCOPUS_ID:85173520268,2-s2.0-85173520268,Machine Learning Based Twitter Sentiment Analysis and User Influence,Krishna R.,International Journal on Recent and Innovation Trends in Computing and Communication,23218169,11,,215-221,2023-01-01,2023,10.17762/ijritcc.v11i8s.7192,2,"[{'@_fa': 'true', 'affilname': 'Sri Krishna Institute of Technology', 'affiliation-city': 'Bengaluru', 'affiliation-country': 'India'}]",Journal,ar,Article,,21101089961,1,True,,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131558183'}, {'@_fa': 'true', '@ref': 'author-affiliation', '@href': 'https://api.elsevier.com/content/abstract/scopus_id/85131558183?field=author,affiliation'}, {'@_fa': 'true', '@ref': 'scopus', '@href': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131558183&origin=inward'}, {'@_fa': 'true', '@ref': 'scopus-citedby', '@href': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131558183&origin=inward'}]",https://api.elsevier.com/content/abstract/scopus_id/85131558183,SCOPUS_ID:85131558183,2-s2.0-85131558183,Classifying the Variety of Customers’ Online Engagement for Churn Prediction with a Mixed-Penalty Logistic Regression,Šimović P.P.,Computational Economics,15729974,61,1,451-485,2023-01-01,January 2023,10.1007/s10614-022-10275-1,8,"[{'@_fa': 'true', 'affilname': 'University of Zagreb, Faculty of Agriculture', 'affiliation-city': 'Zagreb', 'affiliation-country': 'Croatia'}]",Journal,ar,Article,,19053,0,False,,09277099,,,,
